customer_unique_id,recency_days,total_orders,total_spent,avg_review,min_review,pct_low_review,avg_payment,payment_types,buyer_type,churned,churn_probability,risk_segment
04eb4e845e65d2c3ae9f85f2a0be5518,534,2,154.65,4.0,4.0,0.0,77.325,2,Repeat,1,0.6134669545507581,Medium Risk
04fc637963fe982dd25ac58e4f4770c1,157,2,127.59,4.0,4.0,0.0,63.795,1,Repeat,0,0.5469055150080065,Medium Risk
050555c26479bbb8ba0740c37e7454d0,145,3,148.32,4.666666666666667,4.0,0.0,49.44,1,Repeat,0,0.4048169534149903,Low Risk
0509ab034845adb0b4c91b6f0e7b7260,117,2,339.46,5.0,5.0,0.0,169.73,1,Repeat,0,0.2752365927268008,Low Risk
0526069a90ad5605a9b7b0c21bb9d1ca,63,2,21.39,3.0,3.0,0.0,10.695,2,Repeat,0,0.31175082627719275,Low Risk
0532d96f4f22a1fd1fb643c84f834fc0,318,2,67.59,4.0,4.0,0.0,33.795,2,Repeat,1,0.662095576580764,Medium Risk
053b7090271ed4dacbfe0afd6382bbab,335,2,115.49,4.5,4.0,0.0,57.745,1,Repeat,1,0.44361849206531606,Low Risk
053f7850c3ffd9726cff61c7e42af797,426,2,61.54,2.0,1.0,0.5,30.77,1,Repeat,1,0.7777575052622384,High Risk
054151a8eed2b75f007d3be0957fd5ed,28,3,73.77999999999999,5.0,5.0,0.0,24.59333333333333,2,Repeat,0,0.5215515917080222,Medium Risk
055a6d8515c1b5dbc065a03770ae504b,359,2,17.78,5.0,5.0,0.0,8.89,1,Repeat,1,0.8615127308460556,High Risk
05669445931c028d97b7c0637b5a2359,326,2,210.78,5.0,5.0,0.0,105.39,1,Repeat,1,0.4853234833069714,Medium Risk
056fc7649dca9b36f1b2171d6176a2da,373,2,144.05,4.0,4.0,0.0,72.025,2,Repeat,1,0.5923016620764534,Medium Risk
057583d44728a47f6f223414b7e6cc83,111,2,98.68,5.0,5.0,0.0,49.34,2,Repeat,0,0.5358218885334018,Medium Risk
05881608070651676a74a9859c492c43,93,2,33.13,5.0,5.0,0.0,16.565,2,Repeat,0,0.39876403619054573,Low Risk
058b604a0df6b29f03c540de254b197f,129,2,93.32,5.0,5.0,0.0,46.66,1,Repeat,0,0.11227061370918996,Low Risk
059d1f5650f05d9fed9a6d941593f9b4,164,2,131.94,2.5,1.0,0.5,65.97,1,Repeat,0,0.4602618177149615,Low Risk
059e7585d8fcd2430a33375bdbcbb990,11,3,498.47,5.0,5.0,0.0,166.15666666666667,1,Repeat,0,0.4891797542605919,Medium Risk
05a2746f52eedb30b1ba9a67a457e605,471,2,72.66,5.0,5.0,0.0,36.33,2,Repeat,1,0.6399672878004248,Medium Risk
05c0c68fbdf283e56b37df9f2d20245c,209,2,56.85,5.0,5.0,0.0,28.425,2,Repeat,1,0.5480560062016825,Medium Risk
05cc11f944a9cc2f8dd41fae770c313d,107,2,550.26,2.0,2.0,1.0,275.13,1,Repeat,0,0.38174896179811363,Low Risk
05e52c1f96f8b83dd66dcdce679ff58d,402,2,239.16,4.0,3.0,0.0,119.58,1,Repeat,1,0.4717636796278511,Low Risk
05edb10f73fe7d03959ff26540913b3a,239,2,231.49,3.5,2.0,0.5,115.745,1,Repeat,1,0.5799216821069382,Medium Risk
05ef855308303397f1427f29470bb6ab,164,2,87.5,5.0,5.0,0.0,43.75,1,Repeat,0,0.783696265612362,High Risk
060f9ea0a180843fb91d4923b6d01bea,172,2,628.63,4.5,4.0,0.0,314.315,1,Repeat,0,0.4108095906083518,Low Risk
0621c2a5979d3e887ae519620cbe2926,385,2,514.49,1.0,1.0,1.0,257.245,1,Repeat,1,0.9603803266746522,High Risk
06445b7b84f41be019bb45a23c972b6d,413,2,63.1,5.0,5.0,0.0,31.55,2,Repeat,1,0.5896349808030397,Medium Risk
065938485846aa5adc196cb536de42e0,188,2,442.19,5.0,5.0,0.0,221.095,1,Repeat,1,0.43245027346922454,Low Risk
065dcef61d5f66b30d2ee51b5343d023,272,2,188.52,5.0,5.0,0.0,94.26,1,Repeat,1,0.45434062252783636,Low Risk
0661e01d452f82266d0d2ad2ab668575,560,2,167.8,5.0,5.0,0.0,83.9,2,Repeat,1,0.5817092334119458,Medium Risk
0697142614905a50813d854fa08b8eaf,37,2,103.13,4.5,4.0,0.0,51.565,1,Repeat,0,0.3817101227498358,Low Risk
0699c67bf57338fea4c2c1a6df0ab295,109,2,319.97,5.0,5.0,0.0,159.985,1,Repeat,0,0.3307426113884754,Low Risk
06a230ee53830547ef358d83218bc975,149,2,27.78,5.0,5.0,0.0,13.89,1,Repeat,0,0.28281259144259024,Low Risk
06a52782a04f0086d16b9c22d0e29438,480,5,255.55,5.0,5.0,0.0,51.11,1,Repeat,1,0.7748833427311707,High Risk
06b08c5a655b72aae399c4411e15cb47,293,2,20.78,5.0,5.0,0.0,10.39,1,Repeat,1,0.8069356470486171,High Risk
06c561c88ff6b8813508f972f71829d2,567,2,362.96,4.0,4.0,0.0,181.48,2,Repeat,1,0.7821160494657875,High Risk
06d26e5230ac619719997a8cf435a69b,146,2,68.81,5.0,5.0,0.0,34.405,1,Repeat,0,0.44377129508885316,Low Risk
06e8ff0c6a24159a7e5e035a172ba989,69,2,169.85,5.0,5.0,0.0,84.925,2,Repeat,0,0.5345154416304442,Medium Risk
070acf4df1234a6257809e4e79644481,43,2,1011.02,5.0,5.0,0.0,505.51,1,Repeat,0,0.2755215464843107,Low Risk
0710e0c85fe7cb494d624e0863782e46,161,3,288.8,5.0,5.0,0.0,96.26666666666668,1,Repeat,0,0.6212977773988501,Medium Risk
071bb277b0146da77fac31e70657815e,136,2,130.64,5.0,5.0,0.0,65.32,1,Repeat,0,0.42322473170515573,Low Risk
071fb07419a29c8ba143831082e0320a,232,2,475.11,5.0,5.0,0.0,237.555,1,Repeat,1,0.4347016162547817,Low Risk
072a543c663f0b54b41af8b074162d62,14,5,207.21,5.0,5.0,0.0,41.44199999999999,2,Repeat,0,0.3371669302586628,Low Risk
072e64d9eb05971a562327153e630f55,234,2,38.5,5.0,5.0,0.0,19.25,2,Repeat,1,0.6226228191585138,Medium Risk
07342638d0e0aad32c3cf0efc1a37ba5,337,2,619.38,4.5,4.0,0.0,309.69,1,Repeat,1,0.4996077066526293,Medium Risk
0736c3512f09264b684b2b291a662689,183,3,65.01,3.0,3.0,0.0,21.67,1,Repeat,1,0.7599161722830253,High Risk
0751ebe1c05ef7a632934adae06c6d4a,402,2,188.79,4.5,4.0,0.0,94.395,1,Repeat,1,0.4360142855827231,Low Risk
075c38f7a650b0dc822712c7a58e93d4,314,2,126.02,5.0,5.0,0.0,63.010000000000005,1,Repeat,1,0.41937316377468614,Low Risk
075c65074dbbe8cc9fc87132c5e452b0,109,5,200.08,5.0,5.0,0.0,40.016000000000005,2,Repeat,0,0.3274372358301013,Low Risk
076b7055bea51da430d6a6fa054e5075,446,3,167.32999999999998,5.0,5.0,0.0,55.77666666666666,1,Repeat,1,0.6511462932225703,Medium Risk
07826999f928c777522ebd9ed5879077,146,2,241.89,4.0,4.0,0.0,120.945,1,Repeat,0,0.5752697124653704,Medium Risk
078401292a38d006a34bb0c4b31f6e31,222,2,65.87,5.0,5.0,0.0,32.935,2,Repeat,1,0.6051452913127104,Medium Risk
078f7e669cebf2fb640d0ad0dabb3068,113,2,71.57,4.0,4.0,0.0,35.785,1,Repeat,0,0.6057172301553055,Medium Risk
0795aec8f109d675adec20dc0023cfe4,301,2,27.68,1.0,1.0,1.0,13.84,2,Repeat,1,0.9190886825074334,High Risk
07abcea6f64399366559afee336a7fd2,177,2,198.49,5.0,5.0,0.0,99.245,1,Repeat,0,0.41785568693429626,Low Risk
07b1b60bca2b6326fa2adb259ea4a55f,112,3,251.54,4.333333333333333,4.0,0.0,83.84666666666666,1,Repeat,0,0.4831184709251567,Medium Risk
07b28cf1d8515d08ccca505e273fffaf,524,2,637.01,5.0,5.0,0.0,318.505,1,Repeat,1,0.5309102610344101,Medium Risk
07bd3d18ecba2420a8934b34a26f157a,132,2,202.81,2.0,1.0,0.5,101.405,1,Repeat,0,0.3429106059527303,Low Risk
07ca0d4c9fbf2c34295f350fc37cc1f0,85,2,113.21,1.0,1.0,1.0,56.605,2,Repeat,0,0.3750293480241595,Low Risk
07d743c857ab9a05f2863d4aca57db81,353,2,60.01,3.0,3.0,0.0,30.005,2,Repeat,1,0.7196834796486807,High Risk
07da55ca1be33c14e4f02f24a3f6de6e,294,2,56.6,5.0,5.0,0.0,28.3,2,Repeat,1,0.5458337839794604,Medium Risk
07df27b714016cb827c99ec2ecd5ebfb,87,3,218.63,4.0,4.0,0.0,72.87666666666667,1,Repeat,0,0.506049589635614,Medium Risk
07e06867523dbfd3bf0ae7f3a3ed3961,524,2,126.37,5.0,5.0,0.0,63.185,2,Repeat,1,0.5972342370474616,Medium Risk
07e5b497e5fbf9b05e586baa73f8a3c7,551,2,226.86,4.0,4.0,0.0,113.43,2,Repeat,1,0.5634365726485326,Medium Risk
07ec373c7a7ed511e542503436e22a71,363,2,98.72,5.0,5.0,0.0,49.36,2,Repeat,1,0.5495837932953067,Medium Risk
07f61caa1c9e850c14e94854cec87545,390,2,99.41,5.0,5.0,0.0,49.705,1,Repeat,1,0.725602173663425,High Risk
07f765655f560c8624267665ce23675a,135,2,530.77,4.5,4.0,0.0,265.385,1,Repeat,0,0.40096658117945033,Low Risk
07ff81a9676efa0286ddd3f09e7c0063,79,2,484.32,3.0,1.0,0.5,242.16,1,Repeat,0,0.37957548984335654,Low Risk
0802a1a217680f13264a70ddb7220823,559,2,192.7,5.0,5.0,0.0,96.35,1,Repeat,1,0.4746122574881864,Low Risk
0804b7c052be7ad1e35eb32f8b92c5cf,202,2,738.57,1.0,1.0,1.0,369.285,2,Repeat,1,0.22706373367194885,Low Risk
0807baeeeaa1309effbd9a9dee41ab17,114,2,384.44,5.0,5.0,0.0,192.22,1,Repeat,0,0.47788038998855975,Low Risk
080f54e73bd1f21e9cfb18d475ad947b,315,2,147.52,5.0,5.0,0.0,73.76,2,Repeat,1,0.569170783864428,Medium Risk
08104613525295ec3baa772d4c37ef5b,51,2,35.82,5.0,5.0,0.0,17.91,1,Repeat,0,0.4634207643223625,Low Risk
08114c58968d782002f7cbb2d4cdf823,579,2,53.5,5.0,5.0,0.0,26.75,2,Repeat,1,0.5348130650020094,Medium Risk
08120867e4e7505f99b694ff4e64411b,178,2,85.78999999999999,4.0,4.0,0.0,42.895,2,Repeat,0,0.5237016025228295,Medium Risk
08166f338dfe33955d8de821ad099e5a,509,2,309.12,5.0,5.0,0.0,154.56,2,Repeat,1,0.598550904314721,Medium Risk
083ca1aa470c280236380973a48f77c6,379,3,214.97,5.0,5.0,0.0,71.65666666666667,1,Repeat,1,0.45783464576354854,Low Risk
083ce299ea3fc1eba79bd0b17f64555b,7,2,113.95,4.5,4.0,0.0,56.975,1,Repeat,0,0.38845849865721327,Low Risk
084b6a94c8cdb12b4ee05006af246aa0,15,2,68.44,5.0,5.0,0.0,34.22,2,Repeat,0,0.4251867988860126,Low Risk
084be429c23e342acf5084ac6156d22e,38,2,177.82999999999998,4.5,4.0,0.0,88.91499999999999,1,Repeat,0,0.3579695168710142,Low Risk
086d6b5b5ba195a91aa0a6ec8e75d1a4,472,2,995.18,5.0,5.0,0.0,497.59,2,Repeat,1,0.6201934460748223,Medium Risk
08757efd409ffae44fa531f49b144b2c,124,2,97.19,5.0,5.0,0.0,48.595,2,Repeat,0,0.48877604729008095,Medium Risk
0891e5d4e534eb8585807582fc12cc3c,100,3,205.06,5.0,5.0,0.0,68.35333333333334,2,Repeat,0,0.3323130270457769,Low Risk
0895c61a77b305efdfad13596c749c60,141,3,923.4,3.6666666666666665,3.0,0.0,307.8,1,Repeat,0,0.3683699442079583,Low Risk
089bc915af34d9041b3a88a1aa84292b,227,2,123.47,1.0,1.0,1.0,61.735,1,Repeat,1,0.6551117750698374,Medium Risk
08a374bca4063116d5530a7b04ecaf3f,17,2,342.77,5.0,5.0,0.0,171.385,1,Repeat,0,0.34386397004947894,Low Risk
08b57f87bc889756ca453bf8106d48ce,68,2,118.26,3.5,2.0,0.5,59.13,1,Repeat,0,0.5657046800689458,Medium Risk
08c07c761592a71b85136aa4fe76a6f4,145,3,405.03,5.0,5.0,0.0,135.01,1,Repeat,0,0.5123532702132925,Medium Risk
08c3fdfa4f7ae2a1cd0f8e3c5b28945d,532,2,114.36,3.0,3.0,0.0,57.18,2,Repeat,1,0.7157235568007277,High Risk
08d2649556662327e2d32e3ecb2ebb94,405,2,83.2,4.0,4.0,0.0,41.6,2,Repeat,1,0.4915360269381721,Medium Risk
08d8ad84b0088cbeae77da4ff3817479,105,2,259.81,5.0,5.0,0.0,129.905,1,Repeat,0,0.38667338735880885,Low Risk
08d8fd00898e7cc99d6e32c74d7d3ce5,195,8,35.0,5.0,5.0,0.0,4.375,1,Repeat,1,0.6918872217494788,High Risk
08de72db16c1e769367ec6e97e54460c,113,2,99.9,4.5,4.0,0.0,49.95,1,Repeat,0,0.3790993461754593,Low Risk
08e5b38d7948d37fbb2a59fc5e175ab1,112,4,1056.33,4.0,4.0,0.0,264.0825,2,Repeat,0,0.3494891459719023,Low Risk
08e78d9e1bd7ea1ad66fc09b4a0fef6c,120,2,329.09000000000003,4.0,4.0,0.0,164.54500000000002,1,Repeat,0,0.3312149937609129,Low Risk
08ee228ac0904cda30a9369de7d1dd4e,24,2,101.17,5.0,5.0,0.0,50.585,1,Repeat,0,0.38445537217078735,Low Risk
08f41d7a0e37794d8852fc796141e2e6,305,2,77.57000000000001,5.0,5.0,0.0,38.785,2,Repeat,1,0.6573706554002227,Medium Risk
08f7cf00ed9ff3e0a08fc136ec272974,362,3,571.6800000000001,2.6666666666666665,2.0,0.3333333333333333,190.56000000000003,1,Repeat,1,0.27415201174087556,Low Risk
08fbcc1dee82c31badc83a638aa345e8,488,2,292.47,5.0,5.0,0.0,146.235,1,Repeat,1,0.5250461657197144,Medium Risk
090cfbba596e73ca60aa7c1e3f7ab69f,194,2,123.1,4.0,4.0,0.0,61.55,1,Repeat,1,0.4969711830649629,Medium Risk
091d7f5b87a837d9b5790109b63ff1ac,471,2,107.78,5.0,5.0,0.0,53.89,2,Repeat,1,0.6525195279431442,Medium Risk
0942eedfe0e865b2a80419a14672286f,220,2,244.23,5.0,5.0,0.0,122.115,1,Repeat,1,0.4242810220092484,Low Risk
0957aa68c756fee82c61443a461b32ff,151,2,171.12,5.0,5.0,0.0,85.56,2,Repeat,0,0.5358887661819296,Medium Risk
09606d95d5074098dffb7cf481ab0f2d,99,2,70.95,5.0,5.0,0.0,35.475,2,Repeat,0,0.5227294565237122,Medium Risk
096e351116755fe4c3c1e48eaf301a41,471,12,332.95,4.666666666666667,4.0,0.0,27.745833333333334,1,Repeat,1,0.8243303181457811,High Risk
097d27275e54d6b6085396eba879a130,255,2,85.15,2.0,2.0,1.0,42.575,2,Repeat,1,0.9418201208464588,High Risk
0981a271500799427cdf345e9121e20b,500,2,162.28,5.0,5.0,0.0,81.14,1,Repeat,1,0.4891932815677983,Medium Risk
09831ff6ab667f42521bcd4c22dc755c,158,2,317.83,5.0,5.0,0.0,158.915,1,Repeat,0,0.3307426113884754,Low Risk
