customer_unique_id,recency_days,total_orders,total_spent,avg_review,min_review,pct_low_review,avg_payment,payment_types,buyer_type,churned
053f7850c3ffd9726cff61c7e42af797,426,2,61.54,2.0,1.0,0.5,30.77,1,Repeat,1
054151a8eed2b75f007d3be0957fd5ed,28,3,73.77999999999999,5.0,5.0,0.0,24.59333333333333,2,Repeat,0
055a6d8515c1b5dbc065a03770ae504b,359,2,17.78,5.0,5.0,0.0,8.89,1,Repeat,1
05669445931c028d97b7c0637b5a2359,326,2,210.78,5.0,5.0,0.0,105.39,1,Repeat,1
056fc7649dca9b36f1b2171d6176a2da,373,2,144.05,4.0,4.0,0.0,72.025,2,Repeat,1
057583d44728a47f6f223414b7e6cc83,111,2,98.67999999999999,5.0,5.0,0.0,49.339999999999996,2,Repeat,0
05881608070651676a74a9859c492c43,93,2,33.13,5.0,5.0,0.0,16.565,2,Repeat,0
058b604a0df6b29f03c540de254b197f,129,2,93.32,5.0,5.0,0.0,46.66,1,Repeat,0
059d1f5650f05d9fed9a6d941593f9b4,164,2,131.94,2.5,1.0,0.5,65.97,1,Repeat,0
059e7585d8fcd2430a33375bdbcbb990,11,3,498.47,5.0,5.0,0.0,166.15666666666667,1,Repeat,0
05a2746f52eedb30b1ba9a67a457e605,471,2,72.66,5.0,5.0,0.0,36.33,2,Repeat,1
05c0c68fbdf283e56b37df9f2d20245c,209,2,56.85,5.0,5.0,0.0,28.425,2,Repeat,1
05cc11f944a9cc2f8dd41fae770c313d,107,2,550.26,2.0,2.0,1.0,275.13,1,Repeat,0
05e52c1f96f8b83dd66dcdce679ff58d,402,2,239.16,4.0,3.0,0.0,119.58,1,Repeat,1
05edb10f73fe7d03959ff26540913b3a,239,2,231.49,3.5,2.0,0.5,115.745,1,Repeat,1
05ef855308303397f1427f29470bb6ab,164,2,87.5,5.0,5.0,0.0,43.75,1,Repeat,0
060f9ea0a180843fb91d4923b6d01bea,172,2,628.63,4.5,4.0,0.0,314.315,1,Repeat,0
0621c2a5979d3e887ae519620cbe2926,385,2,514.49,1.0,1.0,1.0,257.245,1,Repeat,1
06445b7b84f41be019bb45a23c972b6d,413,2,63.099999999999994,5.0,5.0,0.0,31.549999999999997,2,Repeat,1
065938485846aa5adc196cb536de42e0,188,2,442.19,5.0,5.0,0.0,221.095,1,Repeat,1
065dcef61d5f66b30d2ee51b5343d023,272,2,188.51999999999998,5.0,5.0,0.0,94.25999999999999,1,Repeat,1
0661e01d452f82266d0d2ad2ab668575,560,2,167.8,5.0,5.0,0.0,83.9,2,Repeat,1
0697142614905a50813d854fa08b8eaf,37,2,103.13,4.5,4.0,0.0,51.565,1,Repeat,0
0699c67bf57338fea4c2c1a6df0ab295,109,2,319.97,5.0,5.0,0.0,159.985,1,Repeat,0
06a230ee53830547ef358d83218bc975,149,2,27.78,5.0,5.0,0.0,13.89,1,Repeat,0
06a52782a04f0086d16b9c22d0e29438,480,5,255.55,5.0,5.0,0.0,51.11,1,Repeat,1
06b08c5a655b72aae399c4411e15cb47,293,2,20.78,5.0,5.0,0.0,10.39,1,Repeat,1
06c561c88ff6b8813508f972f71829d2,567,2,362.96000000000004,4.0,4.0,0.0,181.48000000000002,2,Repeat,1
06d26e5230ac619719997a8cf435a69b,146,2,68.81,5.0,5.0,0.0,34.405,1,Repeat,0
06e8ff0c6a24159a7e5e035a172ba989,69,2,169.85,5.0,5.0,0.0,84.925,2,Repeat,0
070acf4df1234a6257809e4e79644481,43,2,1011.02,5.0,5.0,0.0,505.51,1,Repeat,0
0710e0c85fe7cb494d624e0863782e46,161,3,288.8,5.0,5.0,0.0,96.26666666666667,1,Repeat,0
071bb277b0146da77fac31e70657815e,136,2,130.64,5.0,5.0,0.0,65.32,1,Repeat,0
071fb07419a29c8ba143831082e0320a,232,2,475.11,5.0,5.0,0.0,237.555,1,Repeat,1
072a543c663f0b54b41af8b074162d62,14,5,207.20999999999998,5.0,5.0,0.0,41.44199999999999,2,Repeat,0
072e64d9eb05971a562327153e630f55,234,2,38.5,5.0,5.0,0.0,19.25,2,Repeat,1
07342638d0e0aad32c3cf0efc1a37ba5,337,2,619.38,4.5,4.0,0.0,309.69,1,Repeat,1
0736c3512f09264b684b2b291a662689,183,3,65.01,3.0,3.0,0.0,21.67,1,Repeat,1
0751ebe1c05ef7a632934adae06c6d4a,402,2,188.79,4.5,4.0,0.0,94.395,1,Repeat,1
075c38f7a650b0dc822712c7a58e93d4,314,2,126.02000000000001,5.0,5.0,0.0,63.010000000000005,1,Repeat,1
075c65074dbbe8cc9fc87132c5e452b0,109,5,200.08,5.0,5.0,0.0,40.016000000000005,2,Repeat,0
076b7055bea51da430d6a6fa054e5075,446,3,167.32999999999998,5.0,5.0,0.0,55.776666666666664,1,Repeat,1
07826999f928c777522ebd9ed5879077,146,2,241.89000000000001,4.0,4.0,0.0,120.94500000000001,1,Repeat,0
078401292a38d006a34bb0c4b31f6e31,222,2,65.87,5.0,5.0,0.0,32.935,2,Repeat,1
078f7e669cebf2fb640d0ad0dabb3068,113,2,71.57,4.0,4.0,0.0,35.785,1,Repeat,0
0795aec8f109d675adec20dc0023cfe4,301,2,27.68,1.0,1.0,1.0,13.84,2,Repeat,1
07abcea6f64399366559afee336a7fd2,177,2,198.49,5.0,5.0,0.0,99.245,1,Repeat,0
07b1b60bca2b6326fa2adb259ea4a55f,112,3,251.54,4.333333333333333,4.0,0.0,83.84666666666666,1,Repeat,0
07b28cf1d8515d08ccca505e273fffaf,524,2,637.01,5.0,5.0,0.0,318.505,1,Repeat,1
07bd3d18ecba2420a8934b34a26f157a,132,2,202.81,2.0,1.0,0.5,101.405,1,Repeat,0
07ca0d4c9fbf2c34295f350fc37cc1f0,85,2,113.21,1.0,1.0,1.0,56.605,2,Repeat,0
07d743c857ab9a05f2863d4aca57db81,353,2,60.01,3.0,3.0,0.0,30.005,2,Repeat,1
07da55ca1be33c14e4f02f24a3f6de6e,294,2,56.6,5.0,5.0,0.0,28.3,2,Repeat,1
07df27b714016cb827c99ec2ecd5ebfb,87,3,218.63,4.0,4.0,0.0,72.87666666666667,1,Repeat,0
07e06867523dbfd3bf0ae7f3a3ed3961,524,2,126.37,5.0,5.0,0.0,63.185,2,Repeat,1
07e5b497e5fbf9b05e586baa73f8a3c7,551,2,226.86,4.0,4.0,0.0,113.43,2,Repeat,1
07ec373c7a7ed511e542503436e22a71,363,2,98.72,5.0,5.0,0.0,49.36,2,Repeat,1
07f61caa1c9e850c14e94854cec87545,390,2,99.41,5.0,5.0,0.0,49.705,1,Repeat,1
07f765655f560c8624267665ce23675a,135,2,530.77,4.5,4.0,0.0,265.385,1,Repeat,0
07ff81a9676efa0286ddd3f09e7c0063,79,2,484.32,3.0,1.0,0.5,242.16,1,Repeat,0
0802a1a217680f13264a70ddb7220823,559,2,192.7,5.0,5.0,0.0,96.35,1,Repeat,1
0804b7c052be7ad1e35eb32f8b92c5cf,202,2,738.57,1.0,1.0,1.0,369.285,2,Repeat,1
0807baeeeaa1309effbd9a9dee41ab17,114,2,384.44,5.0,5.0,0.0,192.22,1,Repeat,0
080f54e73bd1f21e9cfb18d475ad947b,315,2,147.52,5.0,5.0,0.0,73.76,2,Repeat,1
08104613525295ec3baa772d4c37ef5b,51,2,35.82,5.0,5.0,0.0,17.91,1,Repeat,0
08114c58968d782002f7cbb2d4cdf823,579,2,53.5,5.0,5.0,0.0,26.75,2,Repeat,1
08120867e4e7505f99b694ff4e64411b,178,2,85.78999999999999,4.0,4.0,0.0,42.894999999999996,2,Repeat,0
08166f338dfe33955d8de821ad099e5a,509,2,309.12,5.0,5.0,0.0,154.56,2,Repeat,1
083ca1aa470c280236380973a48f77c6,379,3,214.97,5.0,5.0,0.0,71.65666666666667,1,Repeat,1
083ce299ea3fc1eba79bd0b17f64555b,7,2,113.95,4.5,4.0,0.0,56.975,1,Repeat,0
084b6a94c8cdb12b4ee05006af246aa0,15,2,68.44,5.0,5.0,0.0,34.22,2,Repeat,0
084be429c23e342acf5084ac6156d22e,38,2,177.82999999999998,4.5,4.0,0.0,88.91499999999999,1,Repeat,0
086d6b5b5ba195a91aa0a6ec8e75d1a4,472,2,995.1800000000001,5.0,5.0,0.0,497.59000000000003,2,Repeat,1
08757efd409ffae44fa531f49b144b2c,124,2,97.19,5.0,5.0,0.0,48.595,2,Repeat,0
0891e5d4e534eb8585807582fc12cc3c,100,3,205.06,5.0,5.0,0.0,68.35333333333334,2,Repeat,0
0895c61a77b305efdfad13596c749c60,141,3,923.4,3.6666666666666665,3.0,0.0,307.8,1,Repeat,0
089bc915af34d9041b3a88a1aa84292b,227,2,123.47,1.0,1.0,1.0,61.735,1,Repeat,1
08a374bca4063116d5530a7b04ecaf3f,17,2,342.77,5.0,5.0,0.0,171.385,1,Repeat,0
08b57f87bc889756ca453bf8106d48ce,68,2,118.25999999999999,3.5,2.0,0.5,59.129999999999995,1,Repeat,0
08c07c761592a71b85136aa4fe76a6f4,145,3,405.03,5.0,5.0,0.0,135.01,1,Repeat,0
08c3fdfa4f7ae2a1cd0f8e3c5b28945d,532,2,114.36,3.0,3.0,0.0,57.18,2,Repeat,1
08d2649556662327e2d32e3ecb2ebb94,405,2,83.2,4.0,4.0,0.0,41.6,2,Repeat,1
08d8ad84b0088cbeae77da4ff3817479,105,2,259.81,5.0,5.0,0.0,129.905,1,Repeat,0
08d8fd00898e7cc99d6e32c74d7d3ce5,195,8,35.0,5.0,5.0,0.0,4.375,1,Repeat,1
08de72db16c1e769367ec6e97e54460c,113,2,99.9,4.5,4.0,0.0,49.95,1,Repeat,0
08e5b38d7948d37fbb2a59fc5e175ab1,112,4,1056.33,4.0,4.0,0.0,264.0825,2,Repeat,0
08e78d9e1bd7ea1ad66fc09b4a0fef6c,120,2,329.09000000000003,4.0,4.0,0.0,164.54500000000002,1,Repeat,0
08ee228ac0904cda30a9369de7d1dd4e,24,2,101.17,5.0,5.0,0.0,50.585,1,Repeat,0
08f41d7a0e37794d8852fc796141e2e6,305,2,77.57000000000001,5.0,5.0,0.0,38.785000000000004,2,Repeat,1
08f7cf00ed9ff3e0a08fc136ec272974,362,3,571.6800000000001,2.6666666666666665,2.0,0.3333333333333333,190.56000000000003,1,Repeat,1
08fbcc1dee82c31badc83a638aa345e8,488,2,292.47,5.0,5.0,0.0,146.235,1,Repeat,1
090cfbba596e73ca60aa7c1e3f7ab69f,194,2,123.1,4.0,4.0,0.0,61.55,1,Repeat,1
091d7f5b87a837d9b5790109b63ff1ac,471,2,107.78,5.0,5.0,0.0,53.89,2,Repeat,1
0942eedfe0e865b2a80419a14672286f,220,2,244.23,5.0,5.0,0.0,122.115,1,Repeat,1
0957aa68c756fee82c61443a461b32ff,151,2,171.12,5.0,5.0,0.0,85.56,2,Repeat,0
09606d95d5074098dffb7cf481ab0f2d,99,2,70.95,5.0,5.0,0.0,35.475,2,Repeat,0
096e351116755fe4c3c1e48eaf301a41,471,12,332.95,4.666666666666667,4.0,0.0,27.745833333333334,1,Repeat,1
097d27275e54d6b6085396eba879a130,255,2,85.15,2.0,2.0,1.0,42.575,2,Repeat,1
0981a271500799427cdf345e9121e20b,500,2,162.28,5.0,5.0,0.0,81.14,1,Repeat,1
09831ff6ab667f42521bcd4c22dc755c,158,2,317.83,5.0,5.0,0.0,158.915,1,Repeat,0
0994750c9c22a140010ed86aad2d044b,185,2,175.41000000000003,5.0,5.0,0.0,87.70500000000001,1,Repeat,1
09967b46ae66281b372b1b001b213897,253,2,87.64,5.0,5.0,0.0,43.82,2,Repeat,1
099fad9e8f7dfbd0412c300bcc697e0b,105,2,430.79,4.0,4.0,0.0,215.395,1,Repeat,0
09ab36a420b5c87c5c9772bdb494f2e3,186,2,222.56,5.0,5.0,0.0,111.28,1,Repeat,1
09ac84553d8652111c6d6d2adcf3bd58,320,2,77.57000000000001,5.0,5.0,0.0,38.785000000000004,2,Repeat,1
09b0c22064d0d0f4bf41db027ae7be5f,177,2,521.37,5.0,5.0,0.0,260.685,1,Repeat,0
09baec50afccbb414f24bf8e0bc7c020,106,2,714.8299999999999,5.0,5.0,0.0,357.41499999999996,1,Repeat,0
09bc7afc3e8d8dccaffd0b16944a91fe,394,2,609.87,4.0,3.0,0.0,304.935,1,Repeat,1
09c8b6fec6774e8929bd5e826d57ab1a,74,2,45.28,5.0,5.0,0.0,22.64,2,Repeat,0
09cd73b13f103e47ce13675b4a4b36f3,111,2,225.24,5.0,5.0,0.0,112.62,1,Repeat,0
09d74edf20acb4f9523fb1cf19a18456,178,2,312.49,5.0,5.0,0.0,156.245,2,Repeat,0
09d7c538023c2c4fb0553c831c12f084,464,2,846.12,5.0,5.0,0.0,423.06,1,Repeat,1
09f55ef15bde8baeef87b3348b31c150,359,6,43.099999999999994,4.0,4.0,0.0,7.183333333333333,1,Repeat,1
0a078c08f87004c7e8011959046146b0,205,2,93.01,3.0,3.0,0.0,46.505,2,Repeat,1
0a1f5d67d3e2bda459378bbbea2af1d6,62,2,32.58,5.0,5.0,0.0,16.29,1,Repeat,0
0a1f83858e65e141609fca9ea70a495a,43,2,176.56,5.0,5.0,0.0,88.28,1,Repeat,0
0a5df23b922b9998bb7378f1ac03c98a,335,2,193.82999999999998,5.0,5.0,0.0,96.91499999999999,1,Repeat,1
0a609db8d244100909a15d65eadf8539,315,3,501.16,2.3333333333333335,1.0,0.6666666666666666,167.05333333333334,1,Repeat,1
0a61b571f594b6919601bcf3380da7f7,229,3,518.02,4.333333333333333,4.0,0.0,172.67333333333332,1,Repeat,1
0a7ae5b58e1e8ceada8ba1d6510d30df,182,2,54.769999999999996,1.0,1.0,1.0,27.384999999999998,2,Repeat,1
0a834292f8691cb3cdc64caf600c61c9,299,2,1227.98,5.0,5.0,0.0,613.99,1,Repeat,1
0a9f2a263d55f59cb2e1e4051f3509ec,173,2,156.51,5.0,5.0,0.0,78.255,1,Repeat,0
0aa1ab39ff2b837c05d7c9ff85b6d983,172,3,211.2,5.0,5.0,0.0,70.39999999999999,2,Repeat,0
0aadc1d26d1c8b88a52c39a533ccea93,275,3,1218.6999999999998,1.0,1.0,1.0,406.2333333333333,2,Repeat,1
0abee71cd257861a0944e2a81cea4a50,277,2,423.86,4.5,4.0,0.0,211.93,1,Repeat,1
0ac10a57d07e3d38b11f66283c44672b,454,6,355.32,5.0,5.0,0.0,59.22,2,Repeat,1
0ac4a9460c1baf3051ffec5c9021a499,92,2,214.94,5.0,5.0,0.0,107.47,1,Repeat,0
0ad1d79346c3b98b517348ecbbadfbc6,70,2,157.53,5.0,5.0,0.0,78.765,1,Repeat,0
0ad6cef8e9b6dcf295f882fb13081702,426,3,364.78000000000003,4.0,4.0,0.0,121.59333333333335,2,Repeat,1
0ad7cb4f48f2a2cf5080e3c19c7cf98c,96,2,128.22,5.0,5.0,0.0,64.11,1,Repeat,0
0af6f99ca609ca8bcea3854fa188db1a,177,2,83.93,4.0,4.0,0.0,41.965,2,Repeat,0
0b046317996aebdb7c05c8748a56c97c,296,2,39.69,5.0,5.0,0.0,19.845,1,Repeat,1
0b18593e033697810a62a987e77f4b8c,170,3,190.96,5.0,5.0,0.0,63.653333333333336,1,Repeat,0
0b3dc7efaafb0cf78a4796d42fa8d74c,398,2,620.06,5.0,5.0,0.0,310.03,1,Repeat,1
0b402d6dd50694a118c642448e2cb086,276,2,230.84,5.0,5.0,0.0,115.42,1,Repeat,1
0b51518c7deffd54b13b007c9f91c3f0,58,2,285.33000000000004,5.0,5.0,0.0,142.66500000000002,1,Repeat,0
0b63b2c21b768c3575305cf04214e173,158,2,150.5,4.0,4.0,0.0,75.25,1,Repeat,0
0b6d4f036c07e10854affe43fc4e718c,160,2,227.10999999999999,5.0,5.0,0.0,113.55499999999999,1,Repeat,0
0b8cdfff31c16993664702e011f530ce,345,2,77.57,5.0,5.0,0.0,38.785,2,Repeat,1
0b8d131c66052d1d54f8e30ad3554811,305,4,203.51999999999998,5.0,5.0,0.0,50.879999999999995,2,Repeat,1
0b8ed32525608a907c7331b613b5b67e,273,3,114.49,4.333333333333333,4.0,0.0,38.163333333333334,1,Repeat,1
0bb800560be35215db11c5405aa294fe,134,2,105.65,5.0,5.0,0.0,52.825,1,Repeat,0
0bc4e5386e8f7f375f410a1891bfb0f0,280,2,621.35,5.0,5.0,0.0,310.675,1,Repeat,1
0bc9c245cd69735af23eefdd89d74e7e,350,2,210.8,4.0,3.0,0.0,105.4,1,Repeat,1
0bdb6ad22574bad5202df1e92a9aa403,195,2,168.99,5.0,5.0,0.0,84.495,1,Repeat,1
0be7af6c16fbca7eff244788f89146a3,157,2,309.24,2.0,1.0,0.5,154.62,1,Repeat,0
0bf1278577a2acf8532a031d98cd517c,259,2,284.6,4.0,4.0,0.0,142.3,1,Repeat,1
0bfe461ce9bb2a820de70ec1b8113b00,85,2,56.900000000000006,2.0,2.0,1.0,28.450000000000003,2,Repeat,0
0c10e674d1504f959a7f2e504148c296,127,2,144.60000000000002,5.0,5.0,0.0,72.30000000000001,2,Repeat,0
